ID,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,FIPS,Lat,Long_,5_4_Confirmed,5_4_Deaths,ET_Total_Population,EM_Total_Pop_Median_Age,E_Total_Pop_SEX_Male,E_Total_Pop_SEX_Female,E_Total_Pop_RACE_One_Race,E_Total_Pop_RACE_White,E_Total_Pop_RACE_Black,E_Total_Pop_RACE_Native_Pop,E_Total_Pop_RACE_Asian,E_Total_Pop_RACE_Pacific_Islander,E_Total_Pop_RACE_Other_Race,E_Total_Pop_RACE_Two_or_More_Races,E_Total_Pop_RACE_Hispanic,E_Total_Pop_RACE_White_Alone,E_Total_Pop_in_Households_Householder_Spouse,E_Total_Pop_in_Households_Householder_Parent,E_Total_Pop_in_Households_Householder_Other_Relative,E_Total_Pop_in_Households_Householder_Nonrelative,E_Total_Pop_in_Households_Householder_Unmarried_Partner,E_Total_Households_TYPE_Family,E_Total_Households_TYPE_Family_Married_Couple,E_Total_Households_TYPE_Family_Female_Householder,E_Total_Households_TYPE_Nonfamily,E_Total_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_15_MARITAL_STATUS_Married,E_Total_Pop_Over_15_MARITAL_STATUS_Widowed,E_Total_Pop_Over_15_MARITAL_STATUS_Divorced,E_Total_Pop_Over_15_MARITAL_STATUS_Separated,E_Total_Pop_Over_15_MARITAL_STATUS_Never_Married,E_Total_Pop_Over_15_EDUCATION_Less_Than_High_School,E_Total_Pop_Over_15_EDUCATION_High_School_Grad,E_Total_Pop_Over_15_EDUCATION_Some_College,E_Total_Pop_Over_15_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Total_Pop_Over_18_VETERAN_STATUS_Civilian_Veteran,E_Total_Pop_DISABILITY_STATUS_Yes,E_Total_Pop_DISABILITY_STATUS_No,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Same_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_US_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Total_Pop_CITIZENSHIP_Native,ET_Total_Pop_CITIZENSHIP_Foreign_Born,E_Total_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Total_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Total_Pop_Over_5_LANGUAGE_English_Only_At_Home,E_Total_Pop_Over_5_LANGUAGE_Nonenglish_At_Home,E_Total_Pop_Over_5_LANGUAGE_Limited_English,ET_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Employed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Armed_Forces,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_Not_In_Labor_Force,EM_Total_Households_WITH_INCOME_Mean_Earnings,EM_Total_Households_WITH_INCOME_Mean_Social_Security,EM_Total_Households_WITH_INCOME_Mean_Suppl_Security,EM_Total_Households_WITH_INCOME_Mean_Retirement_Income,EM_Total_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_EARNINGS,E_Total_Households_WITH_INCOME_WITH_Social_Security,E_Total_Households_WITH_INCOME_WITH_Suppl_Security,E_Total_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_Retirement_Income,E_Total_Households_WITH_INCOME_WITH_SNAP,E_Total_Pop_POVERTY_STATUS_Below_100_Percent,E_Total_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Total_Pop_POVERTY_STATUS_Above_150_Percent,E_Total_HOUSING_UNITS_Owner_Occupied,E_Total_HOUSING_UNITS_Rented,E_Total_HOUSING_UNITS_No_Telephone,E_Total_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Total_HOUSING_UNITS_Avg_Household_Size_Rented,EM_Total_HOUSING_UNITS_Avg_Household_Size_Owned
191,FLORIDA,Osceola,1327.710539,255.0397772,0.8178,12097,28.06312234,-81.14882926,516,8,338619,35.8,166939.167,171679.833,325074.24,246853.251,38941.185,1693.095,9142.713,338.619,28443.996,13544.76,179468.07,111405.651,150173.106,10774.752,153540.216,22222.926,6734.22,73277.762,51165.528,15964.438,25880.238,19831.6,122225.742,13220.886,31298.424,7824.606,95244.342,29375.94,70991.855,76332.935,45621.725,11872.26,2968.065,16543.215,48533.184,288502.816,282657.57,43485.78,8028.144,270885,67734,14359.608,17814.042,35492.616,35560.35,32173.65,158478,158478,60221.64,165986.404,165986.404,155380.244,10341.006,16704.702,0,99167.596,62587,17836,9530,23629,1939,80615.454,31036.454,6445.27,3569.688,15666.964,21517.286,54814.944,45735.168,235737.888,60585.538,38572.462,3768.004,3371.372,3.46,3.35
192,FLORIDA,Palm Beach,1965.621397,735.78615,0.5592,12099,26.64676272,-80.46536002,3311,196,1446277,44.6,701444.345,744832.655,1415905.183,1070244.98,269007.522,2892.554,39049.479,0,34710.648,30371.817,316734.663,799791.181,801295.666,34219.032,490472.792,99805.51,34219.032,341538.568,253275.792,63593.056,206677.432,169946.96,569208.276,97300.56,150815.868,24325.14,374607.156,124460.736,258414.24,295330.56,376546.464,31909.977,9669.69,83948.904,176333.292,1257270.708,1211493.15,203347.55,17184.3,1084618,361659,71246.823,102711.156,187701.021,190232.634,171426.366,938513.664,433582.336,179744.576,717273.492,716074.038,669295.332,46778.706,77964.51,0,482180.508,90982,21433,10424,32035,2547,387040.496,219834.616,20832.208,12060.752,99775.312,56466.248,182604.544,134100.212,1109893.244,376076.176,172139.824,13705.4,17542.912,2.76,2.53
193,FLORIDA,Pasco,746.668206,683.8285009,0.6344,12101,28.30810945,-82.40227529,282,8,510593,44.6,248658.791,261934.209,497828.175,447279.468,28593.208,2042.372,12764.825,510.593,6637.709,12764.825,74035.985,386008.308,297784.88,9054.27,164485.905,31186.93,14084.42,131290.593,98816.592,23907.24,67936.407,55185.879,212957.064,34855.248,55683.384,8501.28,112641.96,40712.32,122507.072,120286.4,86606.208,11649.522,4111.596,46279.782,81759.132,422926.868,437637.235,65772.07,2529.695,461208,49385,7802.83,11259.78,30371.775,29087.765,20297.235,416295.04,67768.96,19362.56,223894.452,223475.174,208800.444,14674.73,27253.07,419.278,195383.548,72811,20311,11217,24343,2850,132286.728,84073.794,13148.982,5578.356,46220.664,27692.553,67794.705,51724.849,383165.629,143443.44,55783.56,3984.54,3586.086,2.67,2.47
194,FLORIDA,Pinellas,273.7488856,3499.101002,0.5169,12103,27.93130349,-82.72239666,784,42,957875,47.8,459780,498095,930096.625,782583.875,98661.125,2873.625,31609.875,957.875,13410.25,27778.375,90040.25,711701.125,574503.748,15044.288,280199.864,69579.832,29148.308,227507.76,167165.2,43626.04,180212.24,148410.08,366391.124,71127.848,129849.676,16541.36,243985.06,65197.128,207312.216,233684.088,227091.12,17529.928,6068.052,86121.36,144839.133,801821.867,802306.375,141471.775,5696.85,843671,114204,20099.904,26381.124,67722.972,67608.768,46595.232,785275.92,129964.08,46677.24,474325.16,472689.556,446519.892,26987.466,46614.714,817.802,343476.84,76988,19653,10412,26259,2829,278880.48,164718.88,17531.96,9785.28,89290.68,44441.48,122672.03,86814.052,734144.918,267872.04,139847.96,11416.16,7338.96,2.3,2.31
195,FLORIDA,Polk,1797.159744,372.0709871,0.9035,12105,27.95027105,-81.69732947,536,26,668671,40.3,327648.79,341022.21,651954.225,520226.038,101637.992,2006.013,11367.407,0,16048.104,16716.775,143764.265,401202.6,347663.57,13119.38,253860.003,41326.047,15087.287,159800.66,116092.52,31682.62,71459.34,58046.26,259894.881,39774.269,63202.948,11986.766,169994.136,70189.192,163466.934,135760.674,92354.2,18381.528,5013.144,48212.781,101739.176,558904.824,564911.606,91946.971,4630.423,601711,66960,10847.52,18815.76,37296.72,30132,36828,494816.082,134720.918,47844.812,294013.107,294013.107,273662.473,20350.634,36952.467,535.543,241529.893,65669,20197,9885,24009,2955,159800.66,95510.38,14338.12,5781.5,50183.42,35614.04,108789.926,77987.959,468583.115,158413.1,72846.9,6706.54,8556.62,3.04,2.74
196,FLORIDA,Putnam,727.8667788,99.97159112,0.9525,12107,29.60779729,-81.74230285,121,2,72766,45,35873.638,36892.362,71019.616,58140.034,11715.326,218.298,436.596,0,509.362,1746.384,7203.834,52100.456,40633.02,998.004,24878.814,4776.162,2138.58,17354.096,12294.84,3617.792,10909.904,9157.536,27060.408,5017.824,9677.232,1612.872,16367.664,9901.44,21098.88,14411.52,6428.16,1854.528,1046.144,7251.446,12889.26,58717.74,63469.002,8428.914,72.042,70022,2744,211.288,916.496,1616.216,1081.136,1662.864,62141.634,6447.366,2949.327,27917.175,27917.175,24978.525,2938.65,6171.165,58.773,30855.825,49634,18662,9751,21065,2372,16704.024,13764.568,1950.216,876.184,7292.112,6048.496,17647.928,10176.023,43337.049,20632.72,7631.28,480.488,706.6,2.68,2.46
197,FLORIDA,Santa Rosa,1012.378991,168.3578991,0.3096,12113,30.6934145,-87.02458128,158,8,170442,39.7,87095.862,83346.138,163283.436,145898.352,10396.962,852.21,3238.398,511.326,2556.63,7158.564,9203.868,140785.092,97356.368,1641.76,56640.72,8537.152,3611.872,45886.06,36009.515,7177.365,15458.94,12330.345,76958.184,7667.935,16590.623,2648.923,35690.752,9952.908,32228.464,43010.781,33294.847,4171.908,2032.468,24240.997,25681.044,135834.956,136404.81,30817.383,1178.807,162293,8149,977.88,2004.654,5166.466,5182.764,2966.236,151071.16,9642.84,2732.138,80220.465,77340.756,72952.628,4388.128,7679.224,2879.709,56908.535,81141,19300,10040,28646,1898,47112.96,21286.715,2392.455,1042.865,18035.43,6931.985,16044.756,13097.76,134415.762,46254.13,15090.87,981.52,1104.21,2.72,2.66
198,FLORIDA,Sarasota,556.8682991,740.1103648,0.2538,12115,27.18546175,-82.33174248,385,47,412144,55.5,196592.688,215551.312,405549.696,375875.328,18546.48,824.288,7006.448,0,2885.008,6594.304,37092.96,343728.096,270278.61,6096.51,103234.236,26824.644,10973.718,110497.212,89733.847,15166.284,70053.788,58137.422,192973.365,35978.085,50878.1,5087.81,78497.64,23621.976,95472.153,95472.153,113844.801,7138.786,2483.056,42604.221,63288.205,345022.795,346318.56,60585.28,2456.16,361320,50824,9300.792,11537.048,29986.16,28613.912,22210.088,346809.726,50452.274,21452.148,174532.585,174532.585,166255.782,8276.803,16913.467,0,185328.415,79139,22373,11828,34033,2547,106705.641,97678.091,5958.183,2166.612,55609.708,11555.264,39438.842,31307.122,336246.622,133246.638,47304.362,3430.469,2527.714,2.33,2.22
199,FLORIDA,Seminole,309.4007157,1470.86279,0.1844,12117,28.7158582,-81.24060348,396,8,455086,39.2,219806.538,235279.462,440068.162,351326.392,53245.062,910.172,20023.784,455.086,14562.752,15017.838,94202.802,278967.718,252572.32,7216.352,161465.876,29767.452,9922.484,111424.464,85157.736,19239.96,55879.536,44670.168,184045.419,21453.147,43659.036,6774.678,120815.091,18181.917,69218.877,109410.483,121850.742,8845.199,2567.961,27525.498,46553.837,405425.163,383081.535,63621.315,4512.15,394270,60816,11676.672,16298.688,32840.64,37097.76,23718.24,335295.438,95675.562,27151.173,241202.836,240462.95,226775.059,13687.891,20716.808,739.886,128740.164,88287,20360,9430,25536,2158,135181.632,46510.512,5855.64,3178.776,26601.336,14388.144,51407.958,34722.919,364816.123,109082.208,58221.792,5019.12,3178.776,2.58,2.76
200,FLORIDA,St. Johns,600.7135477,392.0387694,0.0761,12109,29.90096506,-81.43589967,211,4,235503,43.4,114689.961,120813.039,230557.437,208655.658,12717.162,942.012,6594.084,235.503,1413.018,4945.563,15778.701,195702.993,138220.591,3496.305,77851.058,13519.046,3962.479,62112.96,52019.604,7419.048,24155.04,19237.764,110542.174,11228.452,22069.716,1935.94,47817.718,9000.288,35667.808,49001.568,72835.664,4361.168,1090.292,20522.992,26429.683,207461.317,191726.488,40166.816,1634.696,218713,16790,2770.35,4365.4,9654.25,11366.83,5423.17,203881.248,19672.752,5365.296,114196.8,113625.816,108106.304,5519.512,9326.072,761.312,76131.2,106715,22536,11684,34624,1806,65391.144,30366.336,2760.576,1380.288,19410.3,5003.544,19563.6,13974,199362.4,67720.38,18547.62,,776.412,2.73,2.7
201,FLORIDA,St. Lucie,571.6841468,534.545171,0.7185,12111,27.37763908,-80.47106649,260,25,305591,44.8,149433.999,156157.001,298562.407,223692.612,61423.791,916.773,5806.229,305.591,6417.411,7028.593,56534.335,177242.78,170374.497,6052.38,108034.983,18157.14,6960.237,76414.344,57564.72,13544.64,36457.656,29572.464,125617.386,19874.556,32359.854,5350.842,71854.164,30657.284,74327.372,70798.476,44772.868,8529.318,2843.106,24586.228,47618.728,255685.272,261415.645,39984.78,1514.575,254978,50613,7237.659,10679.343,32695.998,30013.509,20599.491,222177.657,67493.343,24332.364,135140.22,135140.22,126097.38,8791.65,16327.35,0,116049.78,63775,20398,10691,26710,3090,74834.136,49776.552,6095.088,2708.928,27089.28,14560.488,45400.2,34504.152,222763.648,82622.304,30249.696,2708.928,2821.8,2.85,2.62
202,FLORIDA,Sumter,557.1124557,217.1895436,0.236,12119,28.70181754,-82.0794267,233,14,120999,67,60741.498,60257.502,119305.014,107447.112,9074.925,362.997,1088.991,0,1330.989,1693.986,6896.943,102728.151,87941.588,1339.212,18414.165,3906.035,2120.419,36278.304,33273.324,2240.076,18357.696,15899.076,71132.38,12499.3,12840.19,1818.08,15453.68,9099.72,32715.66,32715.66,33690.63,1155.22,525.1,19400.566,21910.448,89877.552,105208.722,14461.68,843.598,114151,6848,588.928,876.544,5382.528,4499.136,2348.864,110299.296,8557.704,2733.711,26692.544,26692.544,25448.4,1244.144,5315.888,0,86411.456,55190,25334,12153,33887,2740,18630.876,42178.992,1857.624,546.36,27044.82,2622.528,9814.024,7583.564,94013.889,49063.128,5572.872,1693.716,491.724,2.21,2.02
203,FLORIDA,Suwannee,688.5519592,63.79184521,0.9424,12121,30.19746066,-82.9909967,141,16,43924,42.5,22225.544,21698.456,42650.204,36369.072,5797.968,87.848,43.924,43.924,351.392,1273.796,3953.16,33206.544,22695.312,677.472,16513.38,2455.836,931.524,10739.096,7647.081,2006.039,4343.904,3544.505,17645.58,2905.065,5308.02,1111.815,8858.655,5729.265,12170.817,8516.475,4552.443,1077.87,453.84,4193.872,8273.07,34152.93,39050.428,4392.086,43.486,41655,2269,83.953,934.828,1250.219,746.501,1522.499,37590.3,4176.7,1670.68,18147.33,18147.33,16830.759,1316.571,2597.559,0,17435.67,58113,18458,9210,21723,2397,10211.191,6636.52,1568.632,346.909,3529.422,3559.588,7510.532,5400.832,29282.636,10844.677,4238.323,422.324,497.739,2.74,2.84
204,FLORIDA,Volusia,1101.242632,479.1260206,0.5347,12127,29.05858895,-81.18263252,514,26,527634,46.5,257485.392,270148.608,517081.32,434770.416,56984.472,2110.536,9497.412,0,13718.484,10552.68,70702.956,381479.382,309250.776,8806.136,163172.52,37296.576,15022.232,130133.835,96269.22,23002.38,82851.165,67090.275,208026.588,38723.564,67991.374,7654.658,127427.542,38920.6,125324.332,133108.452,91852.616,10358.307,3929.013,50248.068,88812.93,433616.07,449472.996,69430.788,3132.216,487185,40449,6876.33,8008.902,25563.768,23945.808,16503.192,432752.376,69863.624,19602.024,233141.748,233141.748,219793.938,12902.883,24915.912,0,211785.252,64422,20041,11110,25815,2836,139931.145,92648.475,11075.22,4472.685,51755.355,29391.93,78682.04,53317.435,385645.525,149302.485,63682.515,5111.64,2555.82,2.48,2.41
205,FLORIDA,Walton,1037.741777,63.46280111,0.5822,12131,30.64204028,-86.16935664,50,1,65858,43.7,33324.148,32533.852,63487.112,57098.886,3095.326,395.148,658.58,65.858,2173.314,2370.888,4017.338,55584.152,40519.574,575.199,19173.3,3642.927,1469.953,17630.144,14061.824,2405.312,8801.856,7268.8,29689.068,3225.884,7326.584,1312.224,13122.24,5544.035,13305.684,15667.925,13691.356,1461.141,752.709,6109.857,10586.816,53189.184,53709.824,11184.128,130.048,62065,3793,398.265,1115.142,2279.593,2150.631,1642.369,56713.53,5268.47,1611.532,31226.628,31010.9,29392.94,1617.96,2804.464,215.728,22705.372,78211,19237,9850,30124,2545,19348.224,10414.208,1374.464,396.48,6343.68,2801.792,9368.31,5671.97,48689.72,19559.68,6872.32,687.232,819.392,2.48,2.4
206,GEORGIA,Baldwin,258.6989748,175.0528777,0.8666,13009,33.06882326,-83.24701748,239,9,45286,35.3,22778.858,22507.142,44606.71,24363.868,19065.406,135.858,679.29,0,362.288,679.29,996.292,23820.436,22420.436,286.916,14714.692,3565.956,778.772,9302.394,6271.458,2498.91,6819.606,5239.65,14144.184,2205.276,4372.53,950.55,16387.482,4377.36,10213.84,7604.26,5864.54,783.742,278.102,2664.135,6864.152,36579.848,35583.904,9187.28,44.816,44054,1232,310.464,306.768,613.536,438.592,793.408,41267.766,1809.234,473.847,19622.502,19547.32,17705.361,1841.959,3533.554,75.182,17968.498,54215,18326,10022,25156,1467,11253.156,5674.944,661.002,241.83,3353.376,2482.788,10841.822,4924.339,25614.839,9012.198,7109.802,435.294,241.83,2.48,2.59
207,GEORGIA,Barrow,161.0363032,477.4513478,0.4204,13013,33.99148694,-83.71436292,167,4,76887,35.4,37751.517,39135.483,75118.599,61202.052,8842.005,153.774,2844.819,0,2152.836,1768.401,7996.248,55512.414,39552.948,1149.795,32194.26,3755.997,1533.06,19267.759,14279.916,3367.427,6051.241,4937.205,31501.425,2988.75,7591.425,1554.15,16139.25,8548.45,17298.04,15638.635,8850.16,2413.962,804.654,4063.752,9977.5,66772.5,67940.424,7827.588,227.988,71077,5810,1109.71,1254.96,3445.33,2597.07,3212.93,62396.802,9077.198,3788.122,37562.24,37562.24,35625.437,1936.803,2993.241,0,21128.76,68009,19466,10793,20016,3356,20812.218,7646.338,1291.269,607.656,4126.997,3519.341,9246.336,8940.672,58152.576,18406.913,6912.087,734.251,481.061,3.14,2.99
208,GEORGIA,Bartow,459.5210992,225.4956305,0.5914,13015,34.23732119,-84.83887523,341,31,103620,37.9,51291.9,52328.1,101651.22,87040.8,11087.34,207.24,1036.2,0,2176.02,1968.78,8600.46,80719.98,57315.528,1335.308,38518.5,5546.664,2157.036,27191.528,19908.083,5079.736,10159.472,8067.816,43494.891,4374.249,12132.351,1485.594,21045.915,11740.71,22790.79,21133.278,13467.285,3538.047,1427.633,6313.464,14578.288,88085.712,87067.512,15039.864,102.312,97845,5775,704.55,2373.525,2696.925,1709.4,4065.6,88440.484,8427.516,3099.776,50924.52,50843.43,48005.28,2838.15,4541.04,81.09,30165.48,69876,19598,10634,22175,3658,29544.641,11167.949,3025.431,1643.444,6013.511,4967.683,13523.532,11986.767,76940.701,24651.66,12699.34,1120.53,1045.828,2.75,2.75
209,GEORGIA,Bibb,249.3983297,615.4411707,0.9175,13021,32.80904227,-83.70489165,347,12,153490,36.2,72140.3,81349.7,150266.71,62777.41,83038.09,306.98,3069.8,0,1074.43,3223.29,4911.68,59554.12,78558.876,1912.482,59139.828,7649.928,2500.938,34806,20419.52,11543.99,23204,20361.51,45149.587,8640.487,14968.731,3650.91,49287.285,14266.109,31525.108,28432.455,25639.091,3279.088,1683.856,9455.502,23392.668,126560.332,124465.582,26012.248,604.936,148634,4856,1150.872,1175.152,2529.976,2651.376,2204.624,135714.15,7142.85,2857.14,68394.369,68274.168,62143.917,6010.05,10577.688,120.201,51806.631,63938,17285,9319,27033,2904,40955.06,19143.3,5046.87,1218.21,11021.9,11776.03,37736.595,15711.345,93533.895,30513.26,27496.74,1450.25,1160.2,2.46,2.6
210,GEORGIA,Bulloch,675.9458451,110.6331233,0.8121,13031,32.39577406,-81.74811421,43,2,74782,28.5,36792.744,37989.256,72538.54,49056.992,21088.524,224.346,1046.948,149.564,972.166,2243.46,2916.498,47636.134,37985.94,466.494,21058.872,7130.694,1732.692,16739.055,10970.685,4285.845,10215.945,6846.57,23511.222,3172.149,5597.91,1492.776,28424.943,5432.832,11321.856,13353.984,11363.328,1575.332,644.454,4001.642,9832.69,64097.31,53598.159,20386.575,148.266,72445,2337,775.884,789.906,771.21,864.69,1472.31,66949.103,3597.897,1058.205,36424.08,36362.76,33235.44,3127.32,5273.52,61.32,24895.92,54496,16945,8913,27591,1795,22076.145,7358.715,1239.93,404.325,3800.655,4501.485,19099.276,6854.444,40594.28,14420.925,12534.075,485.19,646.92,2.42,2.52
211,GEORGIA,Camden,630.3011883,83.63303287,0.5159,13039,30.92951916,-81.66601818,33,1,52714,32.3,27042.282,25671.718,50869.01,38428.506,9857.518,368.998,1106.994,52.714,1001.566,1844.99,3479.124,36847.086,29899.432,407.488,17980.408,2648.672,967.784,14301.98,10513.888,2705.78,5025.02,4039.343,22337.264,1750.308,4875.858,875.154,11835.416,2704.278,10388.385,11806.482,8079.855,735.228,311.058,6460.289,5897.903,42845.097,41362.734,10262.934,207.332,50332,2382,490.692,688.398,1202.91,1052.844,1329.156,45795.036,3026.964,878.796,26696.208,23046.496,21324.16,1681.328,2993.584,3690.72,14311.792,73032,20079,10389,25421,2684,15268.33,5237.617,753.753,173.943,4619.153,2357.894,6546.621,5430.143,38772.236,12002.067,7324.933,444.521,463.848,2.76,2.56
212,GEORGIA,Carroll,499.0275164,232.4961975,0.7825,13045,33.58138199,-85.07976677,382,15,116022,34.5,56502.714,59519.286,113817.582,87248.544,22044.18,928.176,928.176,116.022,2552.484,2204.418,7889.496,81911.532,62123.736,1350.516,41865.996,7202.752,2926.118,28763.85,21109.95,5308.35,12386.15,9752.55,45301.714,5674.342,10139.398,2325.55,29580.996,11871.127,24179.228,21848.7,15002.774,2977.58,1488.79,5899.819,16875.747,97925.253,91691.2,22349.73,458.456,111633,4389,759.297,1790.712,1838.991,1303.533,3085.467,101646.792,6950.208,2932.119,55422.336,55330.88,50940.992,4389.888,7225.024,91.456,36033.664,68711,18416,10084,21831,2099,31274,13332.6,2921.65,740.7,6789.75,7077.8,21088.712,12451.314,78633.974,26829.8,14320.2,781.85,740.7,2.56,2.83
213,GEORGIA,Catoosa,162.1623941,408.8432486,0.1318,13047,34.89872298,-85.13757014,51,0,66299,39.9,32022.417,34276.583,64840.422,61326.575,1524.877,198.897,928.186,0,729.289,1458.578,1922.671,60464.688,38780.7,854.49,22874.04,3220.77,1183.14,17442.288,14116.428,2241.876,7193.712,6060.456,29822.928,3714.408,6782.832,915.144,12596.688,5743.71,14769.54,15635.655,9481.68,1540.051,790.837,4273.584,9673.776,56134.224,57979.152,7756.848,0,64732,1567,252.287,543.749,770.964,684.779,882.221,60221.065,2443.935,1002.64,33055.625,33002.736,31733.4,1322.225,2062.671,0,19833.375,72379,19796,9082,20107,2237,18895.812,9090.684,1305.708,270.996,4483.752,2463.6,6416.452,5434.342,53623.206,18477,6159,369.54,270.996,2.49,2.73
214,GEORGIA,Chatham,433.1230066,662.7424441,0.6949,13051,32.00043026,-81.12489526,246,10,287049,35.2,138357.618,148691.382,278437.53,151274.823,114245.502,861.147,7463.274,287.049,4592.784,8611.47,18084.087,140366.961,152202.082,3846.262,97255.482,21429.174,7143.058,66621.016,44125.608,17736.764,41529.984,32661.602,96957.972,14051.88,28806.354,5620.752,88761.042,19978.088,46679.571,61663.137,63776.204,7152.19,2328.62,23283.435,39133.5,240391.5,217939.26,62551.398,2547.342,268978,18071,5023.738,5367.087,7662.104,7264.542,10806.458,241277.216,27106.784,8856.672,150208.5,147435.42,135649.83,11785.59,18487.2,2773.08,80881.5,74368,19804,10161,28741,1907,85547.441,32661.602,4974.946,973.359,19683.482,14600.385,43300.216,26583.044,204168.74,58509.691,49641.309,1838.567,1946.718,2.45,2.61
215,GEORGIA,Cherokee,421.0827875,574.4951045,0.1185,13057,34.24393976,-84.47431861,509,14,241910,38.3,119261.63,122648.37,236346.07,209010.24,16449.88,967.64,4596.29,0,5322.02,5563.93,24916.73,192076.54,139396.04,2643.718,87963.708,10334.534,4085.746,64454.575,53468.975,7380.95,21370.425,17079.175,114425.199,7666.68,19358.367,2683.338,47533.416,13893.042,36832.716,51048.852,59772.39,5307.912,1621.862,14265.741,23838.21,216951.79,207970.412,30324.044,716.316,220638,21272,3105.712,7721.736,10444.552,8870.424,12401.576,200975.535,26115.465,10900.368,128092.014,128092.014,122637.288,5454.726,8088.042,188.094,60001.986,97529,21311,10286,28573,2359,72350.475,22657.8,2145.625,1115.725,14332.775,4291.25,19433.52,12955.68,207530.8,65741.95,20083.05,1287.375,1459.025,2.75,2.82
216,GEORGIA,Clarke,119.2184153,1045.157325,0.7675,13059,33.95436462,-83.37124007,161,13,124602,27.7,59185.95,65416.05,121362.348,78374.658,34390.152,124.602,5108.682,124.602,3364.254,3239.652,13332.414,68904.906,62783.928,1023.651,32301.876,17515.806,3525.909,23328.656,15583.92,5997.448,23895.344,15725.592,33926.08,3710.665,8587.539,1802.323,57992.393,8964.597,14663.023,16191.869,29673.511,1328.204,519.732,4521.748,13736.472,110015.528,86698.304,35836.941,738.906,112378,12224,3300.48,4608.448,4327.296,3569.408,8654.592,99915.6,17909.4,7187.325,62988.444,62778.132,58782.204,3995.928,6729.984,210.312,42167.556,55667,18386,9357,32543,2703,37495.856,10625.4,2880.664,472.24,6186.344,6705.808,35621.904,13543.152,64642.944,18417.36,28806.64,1605.616,1038.928,2.38,2.46
217,GEORGIA,Clayton,141.6724613,1966.973662,0.9102,13063,33.54187245,-84.35594188,804,32,278666,32.4,130694.354,147971.646,271420.684,47651.886,192836.872,557.332,14490.632,0,15883.962,7245.316,36783.912,29817.262,123735.452,6022.522,128389.219,15877.558,6022.522,62206.15,30917.385,23861.165,30638.85,25996.6,71144.672,10011.376,27478.032,8094.304,96279.616,26334.666,56628.138,55595.406,33563.79,9857.562,3883.282,16212.798,29436.235,245668.765,225432.678,47719.326,1096.996,241090,37576,5824.28,12212.2,19539.52,17886.176,19689.824,206581.386,50680.614,23153.58,138710.928,138502.026,126594.612,11907.414,17756.67,208.902,70191.072,56565,17315,9984,20079,2434,77896.955,20890.125,6127.77,1856.9,14483.82,20890.125,54540.8,38178.56,179711.936,46979.57,45865.43,1949.745,3249.575,2.94,2.96
218,GEORGIA,Cobb,339.7560777,2192.917357,0.2669,13067,33.94243204,-84.5761255,1840,101,745057,36.5,360607.588,384449.412,722705.29,441818.801,204145.618,1490.114,39488.021,745.057,35762.736,22351.71,95367.296,391154.925,418974.51,9555.559,261675.308,44837.623,14700.86,189619.848,141660.442,36593.304,87602.152,68196.612,305147.392,23243.649,62579.055,8939.865,196081.039,40769.744,92974.904,132253.072,231194.28,14175.616,4429.88,42302.775,62920.06,677315.94,613651.362,116255.294,5886.344,628416,116641,22744.995,38724.812,55287.834,53421.578,63219.422,552340.8,145059.2,50212.8,410895.342,410310.021,389823.786,20486.235,29266.05,585.321,174425.658,99999,21356,9781,28451,2113,239242.586,61543.284,7762.216,1940.554,40751.634,21623.316,73372.2,54295.428,606054.372,178253.746,98968.254,4435.552,5267.218,2.53,2.72
