,ET_Over_60_Population,EM_Over_60_Pop_Median_Age,E_Over_60_SEX_Male,E_Over_60_SEX_Female,E_Over_60_RACE_One_Race,E_Over_60_RACE_White,E_Over_60_RACE_Black,E_Over_60_RACE_Native_Pop,E_Over_60_RACE_Asian,E_Over_60_RACE_Pacific_Islander,E_Over_60_RACE_Other_Race,E_Over_60_RACE__Two_or_More_Races,E_Over_60_RACE_Hispanic,E_Over_60_RACE_White_Alone,E_Over_60_Pop_in_Households_Householder_Spouse,E_Over_60_Pop_in_Households_Householder_Parent,E_Over_60_Pop_in_Households_Householder_Other_Relative,E_Over_60_Pop_in_Households_Householder_Nonrelative,E_Over_60_Pop_in_Households_Householder_Unmarried_Partner,E_Over_60_Households_TYPE_Family,E_Over_60_Households_TYPE_Family_Married_Couple,E_Over_60_Households_TYPE_Family_Female_Householder,E_Over_60_Households_TYPE_Nonfamily,E_Over_60_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_60_MARITAL_STATUS_Married,E_Total_Pop_Over_60_MARITAL_STATUS_Divorced,E_Total_Pop_Over_60_MARITAL_STATUS_Separated,E_Total_Pop_Over_60_MARITAL_STATUS_Never_Married,E_Pop_Over_60_EDUCATION_Less_Than_High_School,E_Pop_Over_60_EDUCATION_Less_High_School_Grad,E_Pop_Over_60_EDUCATION_Some_College,E_Pop_Over_60_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Pop_Over_60_VETERAN_STATUS_Civilian_Veteran,E_Pop_Over_60_DISABILITY_STATUS_Yes,E_Pop_Over_60_DISABILITY_STATUS_No,E_Pop_Over_60_Place_of_Residence_Last_Year_Same_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_US_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Over_60_Pop_CITIZENSHIP_Native,ET_Over_60_Pop_CITIZENSHIP_Foreign_Born,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Over_60_Pop_LANGUAGE_English_Only_At_Home,E_Over_60_Pop_LANGUAGE_Nonenglish_At_Home,E_Over_60_Pop_LANGUAGE_Limited_English,ET_Over_60_Pop_EMPLOYMENT_STATUS_in_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Employed,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_Not_In_Labor_Force,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,EM_Over_60_Households_WITH_INCOME_Mean_Earnings,EM_Over_60_Households_WITH_INCOME_Mean_Social_Security,EM_Over_60_Households_WITH_INCOME_Mean_Suppl_Security,EM_Over_60_Households_WITH_INCOME_Mean_Retirement_Income,EM_Over_60_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_EARNINGS,E_Over_60_Households_WITH_INCOME_WITH_Social_Security,E_Over_60_Households_WITH_INCOME_WITH_Suppl_Security,E_Over_60_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_Retirement_Income,E_Over_60_Households_WITH_INCOME_WITH_SNAP,E_Over_60_Pop_POVERTY_STATUS_Below_100_Percent,E_Over_60_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Over_60_Pop_POVERTY_STATUS_Above_150_Percent,E_Over_60_HOUSING_UNITS_Owner_Occupied,E_Over_60_HOUSING_UNITS_Rented,E_Over_60_HOUSING_UNITS_No_Telephone,E_Over_60_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Owned,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Rented,E_TRANSPORTATION_Workers_Over_60_Public_Transportation,E_TRANSPORTATION_Workers_Over_16_over_60_mins_public_transportation,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,Lat,Long_,FIPS,4_22_Confirmed,4_22_Deaths
895,31947,69.5,14471.991,17475.009,31723.371,27059.109,4312.845,31.947,191.682,31.947,95.841,223.629,543.099,26675.745,28283.91,890.59,952.01,583.49,245.68,11464.83,8956.286,1822.614,8133.17,7604.024,18720.942,4280.898,638.94,1629.297,5335.149,11085.609,9584.1,5942.142,1789.032,990.357,5974.089,10505.187,20301.813,29614.869,2332.131,31.947,31327,620,62,60.14,497.86,378.2,241.8,30924.696,1022.304,351.417,7922.856,7922.856,7795.068,159.735,24024.144,606.993,54556,20447,10242,18319,2169,8779.904,15874.38,1273.87,352.764,8701.512,1685.428,3019.086,3450.384,24306.723,15913.576,3684.424,195.98,117.588,2.08,1.65,4043.96,11227.31,NORTH CAROLINA,Rowan,511.4783245,272.9441177,0.8143,35.64003916,-80.52446628,37159,269,17
896,18679,69.6,8517.624,10161.376,18604.284,16923.174,1475.641,93.395,37.358,0,74.716,74.716,242.827,16755.063,16336.122,416.553,760.662,597.663,162.999,6215.886,4916.52,1006.716,5490.114,5115.522,10049.302,2708.455,205.469,1195.456,3791.837,6406.897,5454.268,3025.998,691.123,317.543,2876.566,6780.072,11445.928,17408.828,1232.814,37.358,18298,381,22.86,11.049,347.091,305.181,75.819,18212.025,466.975,186.79,4090.701,4090.701,3959.948,130.753,14588.299,616.407,44906,19512,8712,19759,1705,4284.396,9563.802,854.538,210.708,4530.222,1205.718,2023.086,3007.29,13177.398,9622.332,2083.668,140.472,93.648,1.95,1.76,16379.01,11384.423,NORTH CAROLINA,Rutherford,565.4372087,117.6647008,0.7551,35.40114178,-81.92112099,37161,84,4
897,14780,69.5,6606.66,8173.34,14587.86,10006.06,4123.62,280.82,59.12,0,118.24,192.14,591.2,9518.32,12928.519,690.288,604.002,158.191,100.667,5016.06,3799.201,891.744,4272.94,4105.738,7685.6,1921.4,458.18,783.34,3473.3,5557.28,3916.7,1832.72,960.7,280.82,2231.78,5763.2,8644.8,14055.78,650.32,88.68,14181,599,143.161,4.193,452.245,364.791,234.209,14085.34,694.66,487.74,3591.54,3591.54,3414.18,192.14,11188.46,783.34,44946,18376,7771,20302,1065,4282.229,7839.916,817.432,120.757,3780.623,1411.928,1556.064,1844.224,11007.712,7412.622,1876.378,204.358,27.867,2.02,1.56,1621.004,3945.865,NORTH CAROLINA,Sampson,945.701804,67.21040367,0.9723,34.98820368,-78.36914061,37163,23,0
898,8372,68.7,3725.54,4646.46,8296.652,4889.248,2670.668,669.76,50.232,0,8.372,75.348,41.86,4872.504,7349.984,248.744,304.912,120.36,56.168,2920.84,2222.61,543.66,2409.16,2318.55,4412.044,1096.732,175.812,527.436,2151.604,2905.084,2026.024,1289.288,552.552,293.02,1364.636,3234.881,4792.119,7852.936,477.204,33.488,8257,115,0,4.945,110.055,74.98,40.02,8246.42,125.58,25.116,1808.352,1808.352,1749.748,58.604,6563.648,267.904,45033,19507,8709,19226,6673,2089.36,4418.57,495.69,53.3,2243.93,879.45,1115.753,1051.537,5859.71,4056.13,1273.87,53.3,31.98,2.11,1.49,0,7128.368,NORTH CAROLINA,Scotland,319.1403591,110.4905694,0.9936,34.8386299,-79.4757978,37165,15,0
899,15136,70,6932.288,8203.712,15075.456,13561.856,1316.832,30.272,105.952,15.136,30.272,60.544,166.496,13440.768,13828.491,319.902,276.279,101.787,58.164,5636.768,4728.21,741.68,3634.232,3522.98,9671.904,1695.232,121.088,484.352,2724.48,5857.632,4480.256,2058.496,560.032,257.312,2346.08,4404.368,10179.632,14303.52,771.936,45.408,14838,298,47.978,33.078,216.944,205.918,92.082,14787.872,348.128,257.312,3844.544,3844.544,3753.728,90.816,11291.456,332.992,47902,20132,9131,19181,1067,4236.847,7639.304,509.905,64.897,3810.381,834.39,1225.056,1604.24,11754.704,8093.583,1177.417,27.813,83.439,1.91,1.55,1839.506,10588.376,NORTH CAROLINA,Stanly,395.125381,154.669892,0.6325,35.31647813,-80.25093221,37167,22,4
900,12564,69.8,5628.672,6935.328,12501.18,11885.544,502.56,62.82,12.564,0,37.692,62.82,75.384,11847.852,11489.512,316.784,194.944,182.76,36.552,4598.69,3690.11,677.45,3371.31,3227.85,7375.068,1696.14,339.228,452.304,2550.492,6005.592,2726.388,1294.092,477.432,163.332,2047.932,3915.879,8283.121,11960.928,590.508,12.564,12480,84,0,0,84,71.988,12.012,12450.924,113.076,0,2977.668,2977.668,2914.848,62.82,9586.332,276.408,54753,19694,8488,18307,6978,3379.28,6391.94,446.32,63.76,3594.47,701.36,1049.114,1768.855,9393.23,6830.29,1139.71,159.4,111.58,1.92,1.39,NA,NA,NORTH CAROLINA,Stokes,449.0134653,102.2352414,0.3067,36.4017975,-80.23893369,37169,10,0
901,19162,69.8,8603.738,10558.262,19066.19,18242.224,632.346,114.972,38.324,0,19.162,95.81,306.592,17973.956,17317.413,352.659,612.513,278.415,111.366,6882.526,5792.694,817.374,4963.474,4797.63,11746.306,2337.764,325.754,574.86,4943.796,6189.326,5154.578,2893.462,613.184,364.078,2644.356,7174.582,11412.418,18261.386,881.452,38.324,18759,403,4.03,78.182,321.191,278.876,124.124,18682.95,479.05,287.43,4349.774,4349.774,4253.964,95.81,14812.226,421.564,52861,18646,10202,21713,2537,4442.25,9832.18,687.068,165.844,4501.48,1599.21,2379.136,2806.637,13401.227,9737.412,2108.588,177.69,47.384,1.91,1.45,1189.773,4667.571,NORTH CAROLINA,Surry,533.7419472,135.0821317,0.7258,36.41689489,-80.69102283,37171,17,0
902,12562,70.9,5728.272,6833.728,12524.314,12235.388,238.678,37.686,0,0,12.562,37.686,37.686,12210.264,11372.04,244.56,293.472,317.928,183.42,4845.44,4252.416,470.08,2386.56,2176.832,8692.904,1281.324,100.496,326.612,1042.646,3354.054,3567.608,4597.692,502.48,188.43,2449.59,3407.724,8850.276,11845.966,665.786,50.248,12215,347,2.082,17.003,327.915,278.988,68.012,12247.95,314.05,138.182,2550.086,2550.086,2487.276,75.372,10011.914,351.736,39525,23244,10566,26604,262,2849.408,6335.232,253.12,21.696,4006.528,404.992,833.544,894.834,10529.622,6487.104,744.896,65.088,14.464,1.97,1.9,0,6299.442,NORTH CAROLINA,Transylvania,378.4345911,88.55691522,0.3975,35.20383864,-82.79638423,37175,8,0
903,37856,69.3,17300.192,20555.808,37477.44,32556.16,4050.592,75.712,605.696,0,151.424,378.56,1211.392,31571.904,32996.412,1899.342,1787.616,558.63,186.21,14228.12,11934.632,1741.352,7007.88,6476.98,24757.824,4656.288,605.696,1249.248,4467.008,12908.896,11205.376,9274.72,2536.352,529.984,6359.808,10410.885,26904.115,35584.64,2233.504,37.856,35317,2539,81.248,281.829,2173.384,1853.47,685.53,35395.36,2460.64,1287.104,11621.792,11621.792,11129.664,492.128,26234.208,1589.952,67608,23016,9561,21841,2413,11318.788,16606.552,955.62,318.54,9322.604,1465.284,2276.215,3059.83,31978.955,18666.444,2569.556,191.124,21.236,2.06,1.94,37940.5,33387.64,NORTH CAROLINA,Union,632.6878133,358.3030924,0.1873,34.98960527,-80.52955873,37179,179,6
904,10688,69.7,4638.592,6049.408,10570.432,5867.712,4606.528,53.44,10.688,0,42.752,117.568,203.072,5835.648,9535.762,260.825,427.753,219.093,93.897,3793.842,2943.967,693.498,3005.158,2760.394,5899.776,1239.808,181.696,919.168,2276.544,4264.512,2725.44,1410.816,737.472,342.016,1496.32,3803.8,6646.2,10174.976,513.024,0,10408,280,36.12,0,243.88,208.04,71.96,10431.488,256.512,96.192,2682.688,2682.688,2618.56,74.816,8005.312,277.888,56762,19367,8411,20464,3598,2889.575,5575.18,754.689,149.578,2862.379,1121.835,1306.25,1901.9,7241.85,5248.828,1550.172,203.97,129.181,2.16,1.57,0,15132.144,NORTH CAROLINA,Vance,252.3979743,176.2375476,0.9787,36.36880673,-78.40670845,37181,36,1
905,166046,68.7,73060.24,92985.76,164385.54,127191.236,28061.774,498.138,7306.024,166.046,1162.322,1660.46,5313.472,123206.132,143613.572,9780.72,6520.48,3097.228,1141.084,57599.451,49217.805,6627.348,39861.549,37522.485,101952.244,24906.9,3154.874,7804.162,15110.186,35865.936,46160.788,69075.136,9796.714,2490.69,25571.084,41837.824,121591.176,152098.136,12951.588,996.276,149100,16946,1643.762,2677.468,12624.77,11709.686,5236.314,149939.538,16106.462,7638.116,55957.502,55957.502,53964.95,1992.552,110088.498,5977.656,78792,22594,9661,29608,3743,53213.706,70561.764,4093.362,877.149,47073.663,5360.355,10132.598,10296.027,143000.375,75142.431,22318.569,877.149,389.844,2.05,1.59,59423.364,29711.682,NORTH CAROLINA,Wake,834.8216065,1253.630706,0.2774,35.78879266,-78.65249174,37183,613,9
906,11472,69.4,5242.704,6229.296,11449.056,11196.672,103.248,126.192,22.944,0,0,22.944,91.776,11104.896,10454.35,192.134,316.456,339.06,113.02,4021.444,3594.078,287.246,2984.556,2690.304,7353.552,1594.608,103.248,596.544,1319.28,2650.032,2661.504,4841.184,114.72,0,1766.688,3125.424,8198.576,10818.096,619.488,22.944,11039,433,49.795,45.032,338.173,322.152,110.848,11150.784,321.216,80.304,3349.824,3349.824,3280.992,68.832,8122.176,240.912,54119,21195,9845,26246,6964,3313.838,5541.746,378.324,77.066,3264.796,392.336,985.188,985.188,9353.624,6109.232,896.768,105.09,56.048,1.89,1.45,0,1344.854,NORTH CAROLINA,Watauga,312.4184553,173.2196004,0.4121,36.23103603,-81.70033724,37189,8,0
907,27524,69.2,12165.608,15358.392,27358.856,18220.888,8587.488,110.096,247.716,27.524,137.62,165.144,633.052,17725.456,24724.614,811.53,865.632,622.173,297.561,9938.676,7564.732,2001.908,7777.324,7387.572,15138.2,3715.74,798.196,1431.248,4679.08,10101.308,8257.2,4486.412,1458.772,633.052,5780.04,9914.208,17173.792,25322.08,2201.92,0,26662,862,35.342,186.192,641.328,469.79,392.21,26257.896,1266.104,633.052,7321.384,7321.384,7046.144,302.764,20202.616,1100.96,53233,18654,9199,23080,3964,7830.472,14261.38,1293.268,265.74,8574.544,2143.636,3006.768,3006.768,21074.464,13269.284,4446.716,212.592,159.444,1.93,1.78,8036.75,10266.3,NORTH CAROLINA,Wayne,553.9167022,223.8639844,0.9503,35.36438125,-78.00027268,37191,585,6
908,19059,69.9,8633.727,10425.273,18982.764,18220.404,648.006,38.118,57.177,0,38.118,76.236,209.649,18029.814,17462.016,466.4,485.056,242.528,149.248,6625.32,5646.03,725.4,5464.68,5247.06,11435.4,2344.257,419.298,705.183,4879.104,6441.942,4860.045,2896.968,495.534,209.649,2839.791,7159.419,11533.581,18239.463,800.478,19.059,18676,383,0,75.834,307.166,234.013,148.987,18620.643,438.357,152.472,4192.98,4192.98,4078.626,114.354,14866.02,552.711,46388,18805,11699,17576,2049,4400.76,10349.04,834.21,108.81,4183.14,1172.73,2392.704,3046.959,13253.337,10034.7,2055.3,120.9,0,1.8,1.38,0,17911.411,NORTH CAROLINA,Wilkes,754.5397389,90.73080776,0.6924,36.2084135,-81.16232895,37193,5,1
909,19789,69.2,8865.472,10923.528,19690.055,12585.804,6866.783,19.789,59.367,0,158.312,98.945,356.202,12348.336,17469.282,458.712,726.294,458.712,229.356,6661.612,5136.052,1207.735,6051.388,5631.859,10369.436,2790.249,573.881,1484.175,5026.406,6550.159,4670.204,3562.02,1009.239,375.991,3007.928,6488.799,12652.201,18839.128,890.505,59.367,19182,607,71.019,18.21,517.771,322.924,284.076,19234.908,554.092,316.624,5303.452,5303.452,5046.195,277.046,14485.548,1009.239,52998,19389,11344,21199,2305,5555.581,10030.557,1284.013,203.408,5504.729,1856.098,2507.471,2124.651,14508.878,9407.62,3305.38,292.399,101.704,1.93,1.67,1545.32,3245.172,NORTH CAROLINA,Wilson,367.5740403,221.2778681,0.936,35.70625477,-77.917978,37195,127,6
910,10038,69.8,4507.062,5530.938,10017.924,9596.328,371.406,20.076,0,0,40.152,20.076,70.266,9566.214,9268.747,176.922,275.212,98.29,88.461,3615.052,2915.974,516.436,2682.948,2519.2,6123.18,1254.75,180.684,281.064,2519.538,3784.326,2790.564,943.572,200.76,120.456,1555.89,3571.557,6267.443,9526.062,511.938,0,9924,114,0,0,114,45.03,68.97,9887.43,150.57,70.266,1947.372,1947.372,1887.144,60.228,8090.628,321.216,43297,19461,10096,19276,4370,2248.386,5176.956,453.456,113.364,2733.332,623.502,944.544,1475.85,7418.606,5353.3,944.7,81.874,50.384,1.85,1.53,0,10918,NORTH CAROLINA,Yadkin,334.9419807,112.4523117,0.6404,36.16222629,-80.66239436,37197,11,1
911,19707,69.7,8907.564,10799.436,19667.586,19293.153,78.828,177.363,59.121,0,39.414,39.414,137.949,19194.618,18192.42,360.81,170.91,284.85,132.93,6664.735,5984.66,494.6,5700.265,5403.505,12316.875,2404.254,39.414,1162.713,2069.235,5675.616,6542.724,5419.425,295.605,118.242,3291.069,5458.31,13626.69,18031.905,1615.974,59.121,19467,240,12.96,0,227.04,195.12,45.12,18465.459,1241.541,216.777,6483.603,6483.603,6325.947,157.656,13223.397,453.261,69742,21334,13638,24307,1757,6120.675,9397.4,420.41,86.555,5119.11,395.68,1412.29,1202.355,16470.355,9595.24,2769.76,197.84,74.19,1.75,1.25,7271.512,2726.817,NORTH DAKOTA,Burleigh,1632.521337,57.41854509,0.1739,46.97847375,-100.4645214,38015,65,0
912,29169,68.9,13388.571,15780.429,29110.662,28410.606,262.521,116.676,291.69,0,58.338,58.338,116.676,28323.099,26843.568,509.688,453.056,509.688,311.476,9826.175,8878.85,761.575,8748.825,8358.75,18201.456,3441.942,87.507,1866.816,2625.21,8021.475,9946.629,8575.686,700.056,145.845,4608.702,7865.172,20631.828,26631.297,2479.365,87.507,28340,829,208.908,159.168,460.924,499.887,329.113,28177.254,991.746,495.873,11025.882,11025.882,10850.868,204.183,18143.118,495.873,75487,20306,12233,20695,1902,10104.8,13485.45,780.15,390.075,6687,1114.5,1852.305,2080.281,24564.414,12519.55,6055.45,445.8,37.15,1.81,1.34,10109.748,7437.056,NORTH DAKOTA,Cass,1764.968193,98.69979566,0.1427,46.93201724,-97.2444719,38017,274,7
913,12253,69.1,5758.91,6494.09,12179.482,11848.651,98.024,73.518,122.53,0,36.759,73.518,147.036,11713.868,11341.943,117.29,93.832,187.664,93.832,4006.185,3718.362,178.917,3772.815,3609.456,7584.607,1764.432,98.024,759.686,894.469,3749.418,3847.442,3761.671,196.048,36.759,2291.311,3178.44,8593.56,11137.977,1102.77,12.253,11789,464,51.968,10.208,401.824,276.08,187.92,11738.374,514.626,122.53,4276.297,4276.297,4202.779,73.518,7976.703,220.554,67387,19999,9985,32821,2714,3951.732,5608.659,311.16,124.464,3080.484,536.751,1000.62,1071.252,9711.9,5507.532,2271.468,272.265,7.779,1.8,1.19,0,1733.48,NORTH DAKOTA,Grand Forks,1436.080061,49.02233652,0.3029,47.92093639,-97.45450447,38035,154,0
914,11591,69.7,5273.905,6317.095,11579.409,11289.634,92.728,104.319,104.319,0,0,11.591,92.728,11220.088,10574.45,155.834,200.358,211.489,100.179,3595.914,3211.166,251.566,3803.086,3640.308,6711.189,1680.695,115.91,637.505,1263.419,4450.944,3396.163,2480.474,220.229,104.319,2341.382,3060.306,8108.694,10559.401,973.644,57.955,11375,216,25.92,0,190.08,190.08,25.92,11243.27,347.73,46.364,3964.122,3964.122,3894.576,69.546,7626.878,185.456,58718,19712,8617,26574,1170,3914.071,5601.043,199.773,118.384,2545.256,429.142,792.999,848.844,9527.157,5830.412,1568.588,110.985,22.197,1.8,1.16,389.49,10516.23,NORTH DAKOTA,Ward,2013.003551,34.29402792,0.1678,48.22390169,-101.5436763,38101,21,1
915,24391,69.7,11293.033,13097.967,24195.872,21829.945,2097.626,48.782,170.737,0,48.782,195.128,195.128,21683.599,21939.775,469.3,586.625,469.3,234.65,8612.928,7192.393,1181.287,6340.072,5951.294,14780.946,3219.612,146.346,1170.768,3341.567,10951.559,6219.705,3878.169,756.121,243.91,4170.861,7408.17,16109.83,22683.63,1609.806,97.564,23974,417,25.02,27.105,364.875,358.203,58.797,23903.18,487.82,146.346,6683.134,6683.134,6463.615,219.519,17707.866,804.903,50228,19494,8812,23754,3735,6698.944,11588.575,897.18,284.107,7566.218,1106.522,1881.44,2022.548,19614.012,11962.4,2990.6,328.966,89.718,1.89,1.62,0,4785.508,OHIO,Allen,402.5035686,257.4933692,0.5793,40.77285242,-84.10802343,39003,94,12
916,13231,69.7,6020.105,7210.895,13164.845,13006.073,39.693,0,92.617,0,26.462,66.155,52.924,12966.38,11765.484,241.148,431.528,253.84,101.536,4850.11,4078.863,636.08,3100.89,2941.87,8481.071,1521.565,119.079,529.24,1892.033,6218.57,2540.352,2580.045,330.775,132.31,2196.346,3899.97,8845.03,12331.292,886.477,13.231,12954,277,0,52.907,224.093,255.948,21.052,12939.918,291.082,132.31,3492.984,3492.984,3400.367,105.848,9738.016,383.699,48843,19715,11039,22699,1107,3585.901,6193.829,389.599,87.461,4365.099,469.109,943.13,1083.325,10731.29,6623.183,1327.817,254.432,39.755,1.91,1.6,10907.596,8056.972,OHIO,Ashland,422.9611745,126.4347728,0.4334,40.84772277,-82.27280781,39005,5,0
917,25458,69.1,11837.97,13620.03,25330.71,24541.512,610.992,25.458,127.29,0,25.458,127.29,330.954,24286.932,22574.028,731.34,609.45,463.182,292.536,8923.425,7293.93,1101.849,6595.575,6192.081,14892.93,3869.616,254.58,1349.274,3716.868,12016.176,6211.752,3487.746,1120.152,585.534,4658.814,8178.324,16307.676,23854.146,1552.938,25.458,24870,588,0,65.856,522.144,432.768,155.232,24566.97,891.03,203.664,6542.706,6542.706,6339.042,203.664,18915.294,789.198,43655,19148,9222,22517,2991,6750.765,11747.883,1272.558,372.456,7495.677,2141.622,2962.806,2522.058,19001.136,12477.276,3041.724,248.304,31.038,2.04,1.55,7898.892,6499.482,OHIO,Ashtabula,702.0724389,139.7804479,0.7857,41.70860332,-80.74830218,39007,80,6
918,11465,68.4,5296.83,6168.17,11396.21,11086.655,183.44,45.86,80.255,0,0,68.79,11.465,11063.725,10220.784,302.589,347.417,336.21,100.863,3958.35,3253.044,532.578,3238.65,2986.755,6512.12,1524.845,171.975,963.06,1582.17,4792.37,2132.49,2957.97,343.95,114.65,1914.655,3946.995,7298.005,10777.1,653.505,34.395,11183,282,10.998,25.098,245.904,205.86,76.14,11235.7,229.3,22.93,2694.275,2694.275,2591.09,103.185,8770.725,412.74,57726,16350,8218,29318,1984,3008.346,4922.748,590.154,215.91,3713.652,1187.505,1608.035,1045.785,8591.18,5642.448,1554.552,223.107,57.576,2.12,1.48,248.382,3615.338,OHIO,Athens,503.6263916,130.9224479,0.7325,39.33425634,-82.04278644,39009,3,1
919,10940,69.8,4966.76,5973.24,10929.06,10830.6,10.94,10.94,65.64,0,10.94,10.94,21.88,10819.66,10225.052,62.988,94.482,104.98,62.988,4022.117,3539.187,358.748,2876.883,2752.701,7187.58,897.08,0,557.94,1203.4,5863.84,2461.5,1411.26,317.26,76.58,1520.66,2625.75,7877.25,10436.76,503.24,0,10777,163,6.031,10.921,146.048,139.039,23.961,10743.08,196.92,76.58,3128.84,3128.84,3096.02,32.82,7811.16,120.34,54466,19461,13443,21615,415,3166.641,5291.533,317.354,137.98,3214.934,303.556,724.707,903.258,8875.035,5829.655,1069.345,117.283,13.798,1.77,1.33,0,6124.199,OHIO,Auglaize,401.393896,114.0625218,0.0535,40.55998859,-84.2242143,39011,28,3
920,19002,69.4,8607.906,10394.094,18868.986,18507.948,209.022,38.004,95.01,0,19.002,133.014,133.014,18393.936,16401.318,706.017,597.399,398.266,199.133,6083.87,5085.197,723.177,5395.13,5050.76,10660.122,2831.298,152.016,1273.134,2109.222,9919.044,4313.454,2641.278,551.058,247.026,3268.344,5786.341,12352.659,18336.93,665.07,0,18638,364,0,6.916,357.084,326.144,37.856,18640.962,361.038,57.006,4883.514,4883.514,4769.502,133.014,14118.486,494.052,54289,19208,9410,19764,2392,4752.306,8609.25,860.925,183.664,5796.895,1147.9,1596.232,2013.429,14529.339,9435.738,2043.262,218.101,11.479,1.93,1.43,1409.156,1218.084,OHIO,Belmont,532.1253644,128.6764447,0.3596,40.01625942,-80.9924051,39013,93,6
921,10411,69.9,4955.636,5455.364,10369.356,10254.835,62.466,10.411,20.822,0,20.822,41.644,62.466,10192.369,9397.392,159.616,209.496,209.496,129.688,3856.776,3236.937,356.877,2404.224,2253.96,6652.629,1322.197,72.877,249.864,1696.993,5257.555,2196.721,1259.731,426.851,270.686,2040.556,3480,6530,9921.683,426.851,52.055,10355,56,2.016,0,53.984,30.016,25.984,10369.356,41.644,0,2290.42,2290.42,2186.31,104.11,8120.58,478.906,44016,19389,11183,20417,2628,2717.274,5096.454,344.355,137.742,3324.591,601.056,970,1240,7790,5121.498,1139.502,118.959,87.654,1.96,1.51,517.16,4792.965,OHIO,Brown,490.0169506,89.13773278,0.4048,38.93416837,-83.86788395,39015,10,1
922,76076,68.8,34614.58,41461.42,75467.392,69533.464,4184.18,76.076,1597.596,0,152.152,608.608,988.988,68696.628,67269.93,2809.074,2439.459,1330.614,887.076,27686.928,22661.248,3563.664,18001.072,16813.184,46330.284,10954.944,988.988,3043.04,10802.792,28072.044,18562.544,18638.62,3955.952,1445.444,12096.084,21971.466,52006.534,71207.136,4792.788,76.076,72500,3576,271.776,332.568,2971.656,2785.704,790.296,72728.656,3347.344,1445.444,22594.572,22594.572,21909.888,608.608,53481.428,2130.128,65218,20718,11054,25942,2472,23072.44,34540.128,2375.776,639.632,23255.192,3655.04,4734.592,5178.46,64064.948,37052.968,8635.032,593.944,137.064,2.01,1.65,22323.91,24325.364,OHIO,Butler,466.6203539,810.7104562,0.3618,39.44012838,-84.57388716,39017,192,4
923,7560,69.2,3568.32,3991.68,7544.88,7423.92,52.92,0,37.8,0,15.12,15.12,105.84,7333.2,6882.75,101.43,166.635,94.185,79.695,2713.18,2412.23,231.5,1916.82,1764.03,4740.12,907.2,98.28,514.08,1186.92,3696.84,1776.6,892.08,136.08,75.6,1164.24,2162.576,5143.424,7219.8,340.2,0,7426,134,0,0,134,131.052,2.948,7416.36,143.64,30.24,1814.4,1814.4,1753.92,52.92,5745.6,234.36,47866,18920,11487,23037,4027,2051.09,3699.37,226.87,87.97,2421.49,314.84,657.54,613.704,6042.062,3866.05,763.95,46.3,23.15,1.82,1.68,0,4726.435,OHIO,Carroll,394.6081954,69.8870432,0.1538,40.5789686,-81.09178213,39019,18,0
924,9551,70,4393.46,5157.54,9484.143,9149.858,229.224,19.102,76.408,0,9.551,66.857,76.408,9102.103,8592.354,231.975,306.207,139.185,111.348,3277.043,2900.436,320.397,2343.957,2186.569,6103.089,1222.528,76.408,315.183,1308.487,4956.969,1948.404,1327.589,573.06,105.061,1652.323,2940.064,6363.936,8882.43,668.57,9.551,9381,170,0,36.04,133.96,142.97,27.03,9340.878,210.122,95.51,2492.811,2492.811,2368.648,124.163,7058.189,477.55,44327,19749,7538,21489,2446,2551.934,4429.348,303.534,56.21,3215.212,365.365,567.544,818.752,7927.008,4811.576,809.424,50.589,28.105,1.87,1.51,0,12573,OHIO,Champaign,428.9941457,90.59331086,0.2978,40.13923427,-83.76875242,39021,7,1
